NAME,COMPONENT_ID,ABBREVIATION,EXTERNAL_NAME,BASE_NAME,COMPONENT_TYPE,LAB_DATA_TYPE_C,COMMON_NAME,LOINC_CODE,COMPONENT_SUBTYPE_C,RECORD_STATE,GROUP_TYPE_C,DEFAULT_LOW,DEFAULT_HIGH,DFLT_UNITS,,
17-HYDROXYPREGNENOLONE 60-MINUTE,4606,17HDRXYPRG,17-OH-Pregnenolone 60 Min,17HDRXYPRG60,1,,17-HYDROXYPREGNENOLONE 60-MINUTE,49325-4,,,,,,ng/dL,,
17-HYDROXYPREGNENOLONE 90-MINUTE,4607,17HDRXYPRG,17-OH-Pregnenolone 90 Min,17HDRXYPRG90,1,,17-HYDROXYPREGNENOLONE 90-MINUTE,,,,,,,,,
17-HYDROXYPREGNENOLONE BASELINE,4608,17HDRXYPRG,17-OH-Pregnenolone Baseline,17HDRXYPRGB,1,,17-HYDROXYPREGNENOLONE BASELINE,,,,,,,ng/dL,,
"17-HYDROXYPREGNENOLONE QUANT, MS/MS, SER",4609,17HDRXYPRG,"17-OH-Pregnenolone Qnt, Serum",17HDRXYPRGQ,1,,"17-HYDROXYPREGNENOLONE QUANT, MS/MS, SER",6765-2,,,,,,ng/dL,,
17-HYDROXYPROGESTERONE,1640,,17-OH-Progesteronerone,,,,17-HYDROXYPROGESTERONE,,,2,,,,NG/DL,,
17-HYDROXYPROGESTERONE,4613,17HDRXYPRS,17-OH-Progesterone,17HDRXYPRS,1,,17-HYDROXYPROGESTERONE,,,,,,,ng/dL,,
17-HYDROXYPROGESTERONE 30 MIN,4610,,17-OH-Progesterone 30 Min,17HDRXYPRS30,,,17-HYDROXYPROGESTERONE 30 MIN,,,,,,,ng/dL,,
"17-HYDROXYPROGESTERONE 30MIN, HPLC-MS/MS",10420,17HYPRO30H,"17-OH-Progesterone 30min, HPLC-MS/MS",17HYPRO30HPL,1,,"17-HYDROXYPROGESTERONE 30MIN, HPLC-MS/MS",,,,,,,ng/dL,,
17-HYDROXYPROGESTERONE 60 MIN,4611,,17-OH-Progesterone 60 Min,17HDRXYPRS60,,,17-HYDROXYPROGESTERONE 60 MIN,,,,,,,ng/dL,,
"17-HYDROXYPROGESTERONE 60MIN, HPLC-MS/MS",10421,17HYDPRO60,"17-OH-Progesterone 60min, HPLC-MS/MS",17HYDPRO60HP,1,,"17-HYDROXYPROGESTERONE 60MIN, HPLC-MS/MS",,,,,,,ng/dL,,
"17-HYDROXYPROGESTERONE QUANT, MS/MS, SER",4612,17HDRXYPRS,"17-OH-Progesterone Qnt, Serum",17HDRXYPRSQ,1,,"17-HYDROXYPROGESTERONE QUANT, MS/MS, SER",1668-3,,,,,,ng/dL,,
17-HYDROXYPROGESTERONE QUANTITATIVE - EXTERNAL,18027,17HDRXYPRSQ,"17-OH-Progesterone Qnt, Serum - External",17HDRXYPRSQ,,,"17-HYDROXYPROGESTERONE QUANTITATIVE, MS/MS - EXTERNAL",,,,,,,ng/dL,,
"17-HYDROXYPROGESTERONE, SER/PLA",3022,,"17-OH-Progesterone, S/P",17HDRXYPRSQ,,,"17-HYDROXYPROGESTERONE, SER/PLA",1668-3,,,,,,ng/dL,,
17-KETOSTEROIDS - MG/DAY,4614,17KTSTRDSM,17-Ketosteroids/24 hr,17KTSTRDSMGD,1,,17-KETOSTEROIDS - MG/DAY,6766-0,,,,,,mg/d,,
17-KETOSTEROIDS - MG/L,4615,17KTSTRDSM,17-Ketosteroids/vol,17KTSTRDSMGL,1,,17-KETOSTEROIDS - MG/L,21038-5,,,,,,mg/L,,
17HYDROXYCORTICOSTER. MG/G CRT,4212,17HDRXYCRT,17-OH-Corticosteriods mg/g CRT,17HDRXYCRTCS,1,,17HYDROXYCORTICOSTER. MG/G CRT,41404-5,,,,,,mg/gcr,,
18 KD (IGG) BAND,13468,,18 Kd (Igg) Band,18KDGGBND,,,18 KD (IGG) BAND,9588-5,,,,,,,,
18-HYDROXYCORTICOSTERONE,4616,,18-OH-Corticosterone,18HDRXYCRTCS,,,18-HYDROXYCORTICOSTERONE,,,2,,,,,,
18-OH CORTICOSTERONE,15256,,18-OH Corticosterone,18HYDROXYHPL,,,18-OH CORTICOSTERONE,1674-1,,,,,,,,
19Q FISH,4617,,19q by FISH,19QFISH,,,19Q FISH,45181-5,,,,,,,,
19Q RESULT,12615,19QRSLT,19q Result,19QRSLT,1,,19Q RESULT,42634-6,,,,,,,,
19Q TOTAL CELL COUNT,16427,TTLCLCNT,19Q Total Cell Count,TTLCLCNT,1,,19Q TOTAL CELL COUNT,78236-7,,,,,,,,
19Q/19P RATIO,12616,19Q19PRTO,19q/19p Ratio,19Q19PRTO,1,,19Q/19P RATIO,,,,,,,,,
1ABO GROUP ISO INTERP,7258,ABGRPISINTRP,ABO Group ISO Interp,ABGRPISINTRP,1,,ABO GROUP ISO INTERP,883-9,,,,,,,,
1P FISH,4619,,1p by FISH,1PFISH,,,1P FISH,45180-7,,,,,,,,
1P RESULT,12612,1PRSLT,1p Result,1PRSLT,1,,1P RESULT,,,,,,,,,
1P TOTAL CELL COUNT,16426,TTLCLCNT,1P Total Cell Count,TTLCLCNT,1,,1P TOTAL CELL COUNT,78236-7,,,,,,,,
1P/1Q RATIO,12613,1P1QRTO,1p/1q Ratio,1P1QRTO,1,,1P/1Q RATIO,,,,,,,,,
1P19Q BY FISH,9726,,1p19q by FISH,19QRSLT,,,P19Q BY FISH,42634-6,,,,,,,,
1P19Q FISH REFERENCE NUMBER,12610,1P19QFSHNB,1p19q FISH Reference Number,1P19QFSHNBR,1,,1P19Q FISH REFERENCE NUMBER,,,,,,,,,
1P19Q FISH SOURCE,12611,1P19QFSHSR,1p19q FISH Source,1P19QFSHSRC,1,,1P19Q FISH SOURCE,,,,,,,,,
2 1/2 HOUR ACTUAL DRAW TIME,4620,,2.5 Hr Draw Time,12HRACTLDRWT,,,2 1/2 HOUR ACTUAL DRAW TIME,29264-9,,,,,,,,
2 1/2 HOUR POST DOSE,4621,,2.5 Hr Post Dose,212HRPSTDS,,,2 1/2 HOUR POST DOSE,38433-9,,,,,,,,
2 HOUR ACTUAL DRAW TIME,4622,,2 Hr Draw Time,12HRACTLDRWT,,,2 HOUR ACTUAL DRAW TIME,29264-9,,,,,,,,
2 HOUR GLUCOSE,305,,"Glucose, 2 Hr for GTT",2HRGLUC,,,2 HOUR GLUCOSE,12610-2,,,,,,mg/dL,,
2 HOUR POST DOSE,4623,,2 Hr Post Dose,2HRPSTDS,,,2 HOUR POST DOSE,38432-1,,,,,,,,
2 HOUR URINE,306,,2 Hr Urine,2HRUR,,,2 HOUR URINE,,,2,,,,,,
2 HR GLUCOSE,1968,,2 Hr Glucose,,,,2 HR GLUCOSE,,,2,,,,MG/DL,,
2 HR P. P. GLUCOSE,365,,2 Hr P.P. Glucose,2HRGLUC,,,2 HR P. P. GLUCOSE,1521-4,,,,,,mg/dL,,
2 HR URINE AMYLASE,580,,2 Hr Urine Amylase,2HRUAMYL,,,2 HR URINE AMYLASE,,,2,,,,U/L,,
"2,3 DINOR-11 BETA-PROSTAGLANDIN F2, URINE",15599,23D11BPF2U,"2,3 Dinor-11 Beta-Prostaglandin F2, Urine",23D11BPF2UR,1,,"2,3 DINOR-11 BETA-PROSTAGLANDIN F2, URINE",,,,,,,,,
"2,4-DICHLOROPHENOXYACETIC ACID",4624,,"2,4-Dichlorophenoxyacetic Acid",24DCHLRPHNXY,,,"2, 4-DICHLOROPHENOXYACETIC ACID",,,,,,,,,
"2,8 DIHYDROXYADENINE",15666,,"2,8 Dihydroxyadenine",28DIHYDROXAD,1,,"2,8 DIHYDROXYADENINE",,,,,,,,,
"2-HYDROXYETHYLFLURAZEPAM, SERUM/PLASMA",10531,,"2-hydroxyethylflurazepam, Serum/Plasma",2HYETHLFLUSE,,,"2-HYDROXYETHYLFLURAZEPAM, SERUM/PLASMA",,,,,,,,,
"2-HYDROXYETHYLFLURAZEPAM, URINE",9604,,"2-hydroxyethylflurazepam, Urine",2HYDRXTHFLU,,,"2-HYDROXYETHYLFLURAZEPAM, URINE",20532-8,,,,,,ng/mL,,
2-KETO-3-METHYLVALERIC ACID,2022,,2-Keto-3-Methylvaleric Acid,,,,2-KETO-3-METHYLVALERIC ACID,,,2,,,,,,
2-KETO-3-METHYLVALERIC ACID,1459,,2-Keto-3-methylvaleric acid,,,,2-KETO-3-METHYLVALERIC ACID,,,2,,,,UMOL/L,,
"2-KETO-3-METHYLVALERIC ACID, PLASMA",7478,,2-Keto-3-methylvaleric Acid,2KT3MTHYLVLP,,,"2-KETO-3-METHYLVALERIC ACID, PLAS",35869-7,,,,,,umol/L,,
"2-KETO-3-METHYLVALERIC ACID, URINE",4381,2KT3MTHYLVLU,"2-Keto-3-methylvaleric Acid, Urine",2KT3MTHYLVLU,1,,"2-KETO-3-METHYLVALERIC ACID, URINE",25083-7,,,,,,,,
2-KETO-ISOCAPROIC ACID,2023,,2-Keto-isocaproic Acid,,,,2-KETO-ISOCAPROIC ACID,,,2,,,,,,
2-KETO-ISOVALERIC ACID,2024,,2-Keto-isovaleric Acid,,,,2-KETO-ISOVALERIC ACID,,,2,,,,,,
2-KETOGLUTARIC,2018,,2-Ketoglutaric,,,,2-KETOGLUTARIC,,,2,,,,,,
"2-KETOGLUTARIC ACID, URINE",4377,2KTGLTRCACDU,"2-Ketoglutaric Acid, Urine",2KTGLTRCACDU,1,,"2-KETOGLUTARIC ACID, URINE",29507-1,,,,,,,,
2-KETOISOCAPROIC ACID,1460,,2-Ketoisocaproic Acid,,,,2-KETOISOCAPROIC ACID,,,2,,,,UMOL/L,,
"2-KETOISOCAPROIC ACID, PLASMA",7479,,2-Ketoisocaproic Acid,2KTSCPRCACDP,,,"2-KETOISOCAPROIC ACID, PLASMA",35870-5,,,,,,umol/L,,
"2-KETOISOCAPROIC ACID, URINE",4382,2KTSCPRCACDU,"2-Ketoisocaproic Acid, Urine",2KTSCPRCACDU,1,,"2-KETOISOCAPROIC ACID, URINE",25084-5,,,,,,,,
2-KETOISOVALERIC ACID,1461,,2-Ketoisovaleric Acid,,,,2-KETOISOVALERIC ACID,,,2,,,,UMOL/L,,
"2-KETOISOVALERIC ACID, PLASMA",7480,,2-Ketoisovaleric Acid,2KTSVLRCACDP,,,"2-KETOISOVALERIC ACID, PLASMA",35868-9,,,,,,umol/L,,
"2-KETOISOVALERIC ACID, URINE",4383,2KTSVLRCACDU,"2-Ketoisovaleric Acid, Urine",2KTSVLRCACDU,1,,"2-KETOISOVALERIC ACID, URINE",25085-2,,,,,,,,
2-METHYLBUTYRYLGLYCINE,4626,2MTHYLBTYR,2-Methylbutyrylglycine,2MTHYLBTYRYL,1,,2-METHYLBUTYRYLGLYCINE,24435-0,,,,,,,,
2-OH-ETHYLFLURAZEPAM (CUTOFF 10 NG/G),8990,,2-OH-Ethylflurazepam(cutoff 10 ng/g),2OHETHYLCO10,,,2-OH-ETHYLFLURAZEPAM (CUTOFF 10 N,,,,,,,,,
2-OH-ETHYLFLURAZEPAM (CUTOFF 50 NG/ML),7534,,2-OH-Ethylflurazepam(cutoff 50 ng/mL),2HTHYLFLRZPM,,,2-OH-ETHYLFLURAZEPAM (CUTOFF 50 N,,,,,,,,,
"2019 CORONAVIRUSSARS-COV-2 BY PCR, RAPID",15715,,"2019 CoronavirusSARS-CoV-2 by PCR, Rapid",COV2RPD2019,,2,"2019 CORONAVIRUSSARS-COV-2 BY PCR, RAPID",94565-9,,,,,,,,
"21 DEOXYCORTISOL, LCMS",14540,,"21 Deoxycortisol, Lcms",21DEOXYCORTI,,,"21 DEOXYCORTISOL, LCMS",74872-3,,,,,,,,
21-HYDROXYLASE ANTIBODY,2314,,21-Hydroxylase Ab,,,,21-HYDROXYLASE ANTIBODY,,,2,,,,U/ML,,
21-HYDROXYLASE ANTIBODY,3507,,21-Hydroxylase Antibody,21HDRXYLSAB,,,21-HYDROXYLASE ANTIBODY,17781-6,,,,,,U/mL,,
21-HYDROXYLASE AUTOANTIBODY,15584,,21-Hydroxylase Autoantibody,21HLAA,,,21-HYDROXYLASE AUTOANTIBODY,,,,,,,,,
23 KD (IGG) BAND,13467,,23 Kd (Igg) Band,23KDGGBND,,,23 KD (IGG) BAND,9589-3,,,,,,,,
23 KD (IGM) BAND,13466,,23 Kd (Igm) Band,23KDGMBND,,,23 KD (IGM) BAND,9598-4,,,,,,,,
24 HR UR CREATININE,244,,24 Hr Urine Creatinine,24HRUCREA,,,24 HR UR CREATININE,,,2,,,,MG/24HRS,,
24 HR UR MAGNESIUM,4625,,"Magnesium, Urine, 24hr",24HRURMGNSM,,,24 HR UR MAGNESIUM,,,2,,,,,,
24 HR UR PHOSPHORUS,522,,24 Hr Urine Phosphorus,24HRUPHOS,,,24 HR UR PHOSPHORUS,,,2,,,,MG/24HRS,,
24 HR UR POTASSIUM,491,,24 Hr Urine Potassium,24HRUK,,,24 HR UR POTASSIUM,,,2,,,,MMOL/24HRS,,
24 HR UR UREA NITRO.,607,,24 Hr Urine Urea Nitro,24HRUUREA,,,24 HR UR UREA NITRO.,,,2,,,,MG/24HRS,,
24 HR UR URIC ACID,381,,24 Hr Urine Uric Acid,24HRUURIC,,,24 HR UR URIC ACID,,,2,,,,MG/24HRS,,
24 HR URINE AMYLASE,631,,24 Hr Urine Amylase,24HRUAMYL,,,24 HR URINE AMYLASE,,,2,,,,U/24HRS,,
24 HR URINE CALCIUM,429,,24 Hr Urine Calcium,24HRUCAL,,,24 HR URINE CALCIUM,,,2,,,,MG/24HRS,,
24 HR URINE GLUCOSE,410,,24 Hr Urine Glucose,24HRUGLU,,,24 HR URINE GLUCOSE,,,2,,,,MG/24HRS,,
24 HR URINE PROT,56,,24 Hr Urine Prot.,,,,24 HR URINE PROT,,,2,,,,,,
24 HR URINE PROTEIN,247,,24 Hr Urine Protein,24HRUPRO,,,24 HR URINE PROTEIN,,,2,,,,MG/24HRS,,
24 HR URINE SODIUM,492,,24 Hr Urine Sodium,24HRUNA,,,24 HR URINE SODIUM,,,2,,,,MMOL/24HRS,,
24 HR URINE VOLUME,17403,,24 hr Urine Volume,URINEVOL24,,,24 HR URINE VOLUME,3167-4,,,,,,,,
"25-DESACETYLRIFAMPIN, SERUM/PLASMA",12782,25DCLSRM,"25-desacetylrifampin, Serum/Plasma",25DCLSRM,1,,"25-DESACETYLRIFAMPIN, SERUM/PLASMA",,,,,,,,,
25-HYDROXYVITAMIN D2,7152,,25-Hydroxyvitamin D2,25HDRXYVTD2,1,,25-HYDROXYVITAMIN D2,49054-0,,,,,,ng/mL,,
"25-HYDROXYVITAMIN D2 AND D3, TOTAL",7151,,25-Hydroxyvitamin D2-D3 Total,25HDRXYVTD23,1,,25-HYDROXYVITAMIN D2 AND D3 TOTAL,62292-8,,,,,,ng/mL,,
25-HYDROXYVITAMIN D3,7153,VITD25OH,25-Hydroxyvitamin D3,VITD25OH,1,,25-HYDROXYVITAMIN D3,1989-3,,,,,,ng/mL,,
28 KD (IGG) BAND,13465,,28 Kd (Igg) Band,28KDGGBND,,,28 KD (IGG) BAND,9590-1,,,,,,,,
2B6 INTERPRETATION,1231200394,2B6INTERP,2B6 Interpretation,2B6INTERP,1,,2B6 INTERPRETATION,,,,,,,,,
2C19 METABOLIC ACTIVITY:,14588,,2C19 Metabolic Activity,2C19METABOLI,,,2C19 METABOLIC ACTIVITY,79714-2,,,,,,,,
2C19GENO INTERPRETATION,12751,2C19GENINT,2C19GENO Interpretation,2C19GENINT,1,,2C19GENO INTERPRETATION,,,,,,,,,
2C19GENO SPECIMEN,12749,2C19GENOSP,2C19GENO Specimen,2C19GENOSPEC,1,,2C19GENO SPECIMEN,31208-2,,,,,,,,
2C8/2C9 INTERPRETATION,12756,2C82C9INTE,2C8/2C9 Interpretation,2C82C9INTER,1,,2C8/2C9 INTERPRETATION,,,,,,,,,
2C8/2C9 SPECIMEN,12752,2C82C9SPEC,2C8/2C9 Specimen,2C82C9SPEC,1,,2C8/2C9 SPECIMEN,31208-2,,,,,,,,
2C9 GENOTYPE,16979,,2C9 Genotype,2C9GENO,,,2C9 GENOTYPE,46724-1,,,,,,,,
2D6 METABOLIC ACTIVITY,12887,,2D6 Metabolic Activity,2D6MTBLCACT,,,2D6 METABOLIC ACTIVITY,79715-9,,,,,,,,
2D6GENO INTERPRETATION,12759,2D6GENINTE,2D6GENO Interpretation,2D6GENINTER,1,,2D6GENO INTERPRETATION,,,,,,,,,
2D6GENO SPECIMEN,12757,2D6GENOSPE,2D6GENO Specimen,2D6GENOSPEC,1,,2D6GENO SPECIMEN,31208-2,,,,,,,,
3 HOUR ACTUAL DRAW TIME,4627,,3 Hr Draw Time,12HRACTLDRWT,,,3 HOUR ACTUAL DRAW TIME,29264-9,,,,,,,,
3 HOUR GLUCOSE,307,,3 Hr Glucose,3HRGLUC,,,3 HOUR GLUCOSE,20437-0,,,,,,mg/dL,,
3 HOUR POST DOSE,4628,,3 Hr Post Dose,3HRPSTDS,,,3 HOUR POST DOSE,38434-7,,,,,,ug/mL,,
3 HOUR SUGAR,2522,,3 Hr Sugar,,,,3 HOUR SUGAR,,,2,,,,MG/DL,,
3 HOUR URINE,308,,3 Hr Urine,3HRUR,,,3 HOUR URINE,,,2,,,,,,
3-HYDROXY FATTY ACIDS,4629,,3-Hydroxy Fatty Acids,3HDRXYFTYACD,,,3-HYDROXY FATTY ACIDS,,,,,,,,,
3-METHYLCROTONYLGLYCINE,4630,3MTHYLCRTN,3-Methylcrotonylglycine,3MTHYLCRTNYL,1,,3-METHYLCROTONYLGLYCINE,24436-8,,,,,,,,
"3-METHYLHISTIDINE, URINE",17194,,3-Methylhistidine/Creatinine,3MTHYLHSTDNU,,,3-METHYLHISTIDINE URINE,26575-1,,,,,,,,
3-OH-BUTYRIC ACID,2020,,3-OH-butyric Acid,,,,3-OH-BUTYRIC ACID,,,2,,,,,,
3-OH-BUTYRIC ACID,1457,,3-OH-Butyric acid,,,,3-OH-BUTYRIC ACID,,,2,,,,UMOL/L,,
"3-OH-BUTYRIC ACID, PLASMA",7481,,3-OH-Butyric Acid,3HBTYRCACDPL,,,"3-OH-BUTYRIC ACID, PLASMA",6873-4,,,,,,umol/L,,
"3-OH-BUTYRIC ACID, URINE",4379,3HBTYRCACDUR,"3-OH-Butyric Acid, Urine",3HBTYRCACDUR,1,,"3-OH-BUTYRIC ACID, URINE",29509-7,,,,,,,,
"3-OH-COTININE, S/P",2174,3HCTNSP,"3-OH-Cotinine, S/P",3HCTNSP,1,,"3-OH-COTININE, SERUM OR PLASMA",35140-3,,,,,,ng/mL,,
"3-OH-COTININE, SERUM OR PLASMA - EXTERNAL",15808,3HCTNSP,3-OH-Cotinine - External,3HCTNSP,,,"3-OH-COTININE, S/P - EXTERNAL",,,,,,,ng/mL,,
"3-OH-COTININE, URINE",2193,,"3-OH-Cotinine, Urine",,,,"3-OH-COTININE, URINE",,,2,,,,NG/ML,,
"3-OH-COTININE, URINE - EXTERNAL",15809,3HCTNUR,"3-OH-Cotinine, Urine, Quantitative - External",3HCTNUR,,,"3-OH-COTININE, URINE, QUANTITATIVE - EXTERNAL",,,,,,,ng/mL,,
"3-OH-COTININE, URINE, QUANTITATIVE",3894,3HCTNUR,"3-OH-Cotinine, Urine, Quantitative",3HCTNUR,1,,"3-OH-COTININE, URINE",33916-8,,,,,,ng/mL,,
30 KD (IGG) BAND,13464,,30 Kd (Igg) Band,30KDGGBND,,,30 KD (IGG) BAND,9591-9,,,,,,,,
39 KD (IGG) BAND,13463,,39 Kd (Igg) Band,39KDGGBND,,,39 KD (IGG) BAND,9592-7,,,,,,,,
39 KD (IGM) BAND,13462,,39 Kd (Igm) Band,39KDGMBND,,,39 KD (IGM) BAND,9599-2,,,,,,,,
3A ANDROSTANEDIOL-G,13523,,3A Androstanediol-G,ANDRSTNDLGLC,,,3A ANDROSTANEDIOL-G,1680-8,,,,,,,,
3A4 GENOTYPE:,14598,,3A4 Genotype,3A4GENOTYPE,,,3A4 GENOTYPE,81139-8,,,,,,,,
3A4/3A5 INTERPRETATION,12762,3A43A5INTE,3A4/3A5 Interpretation,3A43A5INTERP,1,,3A4/3A5 INTERPRETATION,,,,,,,,,
3A4/3A5 SPECIMEN,12760,3A43A5SPEC,3A4/3A5 Specimen,3A43A5SPEC,1,,3A4/3A5 SPECIMEN,31208-2,,,,,,,,
3A5 GENOTYPE:,14599,,3A5 Genotype,3A5GENOTYPE,,,3A5 GENOTYPE,81140-6,,,,,,,,
4 HOUR GLUCOSE,361,,4 Hr Glucose,4HRGLUC,,,4 HOUR GLUCOSE,,,2,,,,MG/DL,,
4 HOUR URINE,362,,4 Hr Urine,4HRUR,,,4 HOUR URINE,,,2,,,,,,
4-OH-PHENYLACETIC ACID,2029,,4-OH-Phenylacetic Acid,,,,4-OH-PHENYLACETIC ACID,,,2,,,,,,
"4-OH-PHENYLACETIC ACID, URINE",4388,4HPHNYLACTCA,"4-OH-phenylacetic Acid, Urine",4HPHNYLACTCA,1,,"4-OH-PHENYLACETIC ACID, URINE",25088-6,,,,,,,,
4-OH-PHENYLLACTIC ACID,2030,,4-OH-Phenyllactic Acid,,,,4-OH-PHENYLLACTIC ACID,,,2,,,,,,
"4-OH-PHENYLLACTIC ACID, URINE",4389,4HPHNYLCTCAC,"4-OH-phenyllactic Acid, Urine",4HPHNYLCTCAC,1,,"4-OH-PHENYLLACTIC ACID, URINE",25089-4,,,,,,,,
4-OH-PHENYLPYRUVIC ACID,2031,,4-OH-Phenylpyruvic acid,,,,4-OH-PHENYLPYRUVIC ACID,,,2,,,,,,
"4-OH-PHENYLPYRUVIC ACID, URINE",4390,4HPHNYLPYRVC,"4-OH-phenylpyruvic Acid, Urine",4HPHNYLPYRVC,1,,"4-OH-PHENYLPYRUVIC ACID, URINE",29519-6,,,,,,,,
41 KD (IGG) BAND,13461,,41 Kd (Igg) Band,41KDGGBND,,,41 KD (IGG) BAND,9593-5,,,,,,,,
41 KD (IGM) BAND,13460,,41 Kd (Igm) Band,41KDGMBND,,,41 KD (IGM) BAND,9587-7,,,,,,,,
45 KD (IGG) BAND,13459,,45 Kd (Igg) Band,45KDGGBND,,,45 KD (IGG) BAND,9594-3,,,,,,,,
4K - BIOPSY HISTORY,11823,4KBPSYHSTR,4K - Biopsy History,4KBPSYHSTRY,1,,4K - BIOPSY HISTORY,,,,,,,,,
4K - DIGITAL RECTAL EXAM (DRE),11824,4KDRE,4K - Digital Rectal Exam (DRE),4KDRE,1,,4K - DIGITAL RECTAL EXAM (DRE),,,,,,,,,
4K - NEGATIVE PREDICTIVE VALUE (NPV),11826,,4K - Negative Predictive Value (NPV),4KNPV,,,4K - NEGATIVE PREDICTIVE VALUE (NPV),,,,,,,%,,
4K - ORDER DISCUSSED WITH PATIENT,12408,,4K - Order Discussed with Patient,4KORDPAT,,,4K - ORDER DISCUSSED WITH PATIENT,,,,,,,,,
4K - PATIENT HISTORY,12409,,4K - Patient History,4KPATHST,,,4K - PATIENT HISTORY,,,,,,,,,
"4K - PSA, FREE",11919,4KPSAFRE,"4K - PSA, Free",4KPSAFRE,1,,"4K - PSA, FREE",,,,,,,ng/mL,,
"4K - PSA, PERCENT FREE",11920,4KPSAPRCNT,"4K - PSA, Percent Free",4KPSAPRCNTFR,1,,"4K - PSA, PERCENT FREE",,,,,,,%,,
"4K - PSA, TOTAL",11918,4KPSTTL,"4K - PSA, Total",4KPSTTL,1,,"4K - PSA, TOTAL",,,,,,,ng/mL,,
4K - SCORE,11825,4KSCR,4K - Score,4KSCR,1,,4K - SCORE,,,,,,,%,,
5 HOUR GLUCOSE,535,,5 Hr Glucose,5HRGLUC,,,5 HOUR GLUCOSE,,,2,,,,MG/DL,,
5 HOUR URINE,542,,5 Hr Urine,5HRUR,,,5 HOUR URINE,,,2,,,,,,
5' NUCLEOTIDASE,581,,5' Nucleotidase,,,,5' NUCLEOTIDASE,,,2,,,,U/L,,
5' NUCLEOTIDASE,4289,5NCLTDS,5' Nucleotidase,5NCLTDS,1,,5' NUCLEOTIDASE,1690-7,,,,,,U/L,,
5'NUCLEOTIDASE,1359,,5'Nucleotidase,,,,5'NUCLEOTIDASE,,,2,,,,U/L,,
"5-A-DIHYDROTESTOSTERONE, LC-MS/MS",7230,DHYDTESTLC,"5-a-Dihydrotestosterone, LC-MS/MS",DHYDTESTLCMS,1,,"5-A-DIHYDROTESTOSTERONE, LC-MS/MS",1848-1,,,,,,pg/mL,,
5-FLUOROCYTOSINE,12281,,5-Fluorocytosine,5FLRCTSN,3,,5-FLUOROCYTOSINE,18855-7,,,,,,,,
5-FLUOROURACIL SENSITIVITY INTERP,7401,,5-FU Sensitivity Interp,5FLRCLSNSTVT,,,5-FLUOROURACIL SENSITIVITY INTERP,51971-0,,,,,,,,
5-FU SPECIMEN,7409,,5-FU Specimen,5FSPCMN,,,5-FU SPECIMEN,31208-2,,,,,,,,
5-HIAA,574,,5-HIAA,,,,5-HIAA,,,2,,,,,,
5-HIAA QN RAND UR,13878,,5-Hiaa Qn Rand Ur,5HURQN,,,5-HIAA QN RAND UR,11145-0,,,,,,mg/gcreat,,
5-HIAA UR,13972,,5-Hiaa Ur,5HIAAUR,,,5-HIAA UR,1694-9,,,,,,,,
5-HIAA URINE - PER 24H,3853,5HURMGDY,5-HIAA Urine/24h,5HURMGDY,1,,5-HIAA URINE - PER 24H,1695-6,,,,,,mg/d,,
5-HIAA URINE - PER VOLUME,3852,5HDRXYNDLC,5-HIAA Urine/volume,5HDRXYNDLCMG,1,,5-HIAA URINE - PER VOLUME,31203-3,,,,,,mg/L,,
5-HIAA URINE - RATIO TO CRT,3854,5HURMGCRT,5-HIAA Urine - ratio to CRT,5HURMGCRT,1,,5-HIAA URINE - RATIO TO CRT,44288-9,,,,,,,,
5-HIAA URINE INTERPRETATION,3855,5HDRXYNDLC,5-HIAA Urine Interp,5HDRXYNDLCIN,1,,5-HIAA URINE INTERPRETATION,44909-0,,,,,,,,
"5-HIAA, PLASMA",13970,,"5-Hiaa, Plasma",5HIAAPLASMA,,,"5-HIAA, PLASMA",1693-1,,,,,,ng/mL,,
"5-HIAA, URINE - MG/DAY",1257,,5-HIAA Urine-mg/day,,,,"5-HIAA, URINE - MG/DAY",,,2,,,,MG/D,,
"5-HIAA, URINE - MG/G",2464,,5-HIAA Urine-mg/g,,,,"5-HIAA, URINE - MG/G",,,2,,,,MG/G,,
"5-HIAA, URINE - MG/L",1256,,5-HIAA Urine-mg/L,,,,"5-HIAA, URINE - MG/L",,,2,,,,MG/L,,
5-HYDROXYINDOLEACETIC ACID (5-HIAA),12131,5HIAA,5-Hydroxyindoleacetic acid (5-HIAA),5HIAA,1,,5-HYDROXYINDOLEACETIC ACID (5-HIAA),,,,,,,,,
58 KD (IGG) BAND,13458,,58 Kd (Igg) Band,58KDGGBND,,,58 KD (IGG) BAND,9595-0,,,,,,,,
5FU DPYD C.-1590T>C,7402,,5-FU DPYD c.-1590T>C,5FDPYDC1590T,,,5FU DPYD C.-1590T> C,45284-7,,,,,,,,
5FU DPYD C.1679T>G,7403,,5-FU DPYD c.1679T>G,5FDPYDC1590T,,,5FU DPYD C.1679T> G,45284-7,,,,,,,,
5FU DPYD C.2846A>T,7404,,5-FU DPYD c.2846A>T,5FDPYDC2846T,,,5FU DPYD C.2846A> T,45284-7,,,,,,,,
5FU DPYD C.85T>C,7405,,5-FU DPYD c.85T>C,5FDPYDC85TC,,,5FU DPYD C.85T> C,45284-7,,,,,,,,
5FU DPYD IVS14+1G>A,7406,,5-FU DPYD IVS14+1G>A,5FDPYDIVS141,,,5FU DPYD IVS14+1G> A,45284-7,,,,,,,,
